date,action,bucket,symbol,shares,price,value,cost,cash_after
2010-01-04,BUY,AI_US_Large_Cap,VNQ,2491,24.02106475830078,59836.472312927246,89.75470846939088,40073.77297860336
2010-01-04,BUY,AI_Global_Developed,EWC,2056,19.380556106567383,39846.42335510254,59.76963503265381,167.57998846816918
2010-02-01,SELL,AI_US_Large_Cap,VNQ,2491,23.20687484741211,57808.325244903564,86.71248786735535,57889.19274550438
2010-02-01,BUY,AI_US_Large_Cap,XLV,2355,24.071231842041016,56687.75098800659,85.03162648200988,1116.4101310157785
2010-02-01,SELL,AI_Global_Developed,EWC,2056,17.926294326782227,36856.46113586426,55.28469170379638,37917.58657517624
2010-02-01,BUY,AI_Global_Developed,EWJ,1227,30.761369705200195,37744.20062828064,56.616300942420956,116.76964595317986
2010-03-01,SELL,AI_US_Large_Cap,XLV,2355,24.254873275756836,57120.22656440735,85.68033984661102,57151.315870513914
2010-03-01,BUY,AI_US_Large_Cap,VNQ,2349,24.269092559814453,57008.09842300415,85.51214763450622,57.70529987525515
2010-03-01,SELL,AI_Global_Developed,EWJ,1227,31.07083511352539,38123.914684295654,57.185872026443484,38124.43411214447
2010-03-01,BUY,AI_Global_Developed,EWC,1994,19.034988403320312,37955.7668762207,56.93365031433106,111.73358560943598
2010-04-01,SELL,AI_Global_Developed,EWC,1994,20.46044921875,40798.1357421875,61.197203613281246,40848.67212418366
2010-04-01,BUY,AI_Global_Developed,EWA,3338,12.365331649780273,41275.47704696655,61.91321557044982,-488.71813835334615
2010-07-01,SELL,AI_US_Large_Cap,VNQ,2349,25.40620231628418,59679.16924095154,89.51875386142731,59100.932348736766
2010-07-01,SELL,AI_Global_Developed,EWA,3338,9.689543724060059,32343.696950912476,48.51554542636871,91396.11375422287
2010-10-01,BUY,AI_US_Large_Cap,VNQ,1888,28.960289001464844,54677.025634765625,82.01553845214843,36637.07258100509
2010-10-01,BUY,AI_Global_Developed,EWC,1774,20.532136917114258,36424.01089096069,54.636016336441045,158.42567370795587
2011-01-03,SELL,AI_US_Large_Cap,VNQ,1888,31.548513412475586,59563.593322753906,89.34538998413086,59632.67360647773
2011-01-03,BUY,AI_US_Large_Cap,XLE,1438,41.69572448730469,59958.45181274414,89.93767771911621,-415.7158839855256
2011-01-03,SELL,AI_Global_Developed,EWC,1774,22.889183044433594,40605.410720825195,60.90811608123779,40128.786720758435
2011-01-03,BUY,AI_Global_Developed,EWJ,1155,34.55341720581055,39909.19687271118,59.863795309066774,159.72605273818772
2011-03-01,SELL,AI_Global_Developed,EWJ,1155,36.12259292602539,41721.594829559326,62.58239224433899,41818.738490053176
2011-03-01,BUY,AI_Global_Developed,EWG,2420,17.974821090698242,43499.067039489746,65.24860055923462,-1745.5771499958064
2011-04-01,SELL,AI_Global_Developed,EWG,2420,18.558738708496094,44912.14767456055,67.36822151184083,43099.2023030529
2011-04-01,BUY,AI_Global_Developed,EWC,1815,24.852153778076172,45106.65910720825,67.65998866081237,-2075.1167928161594
2011-05-02,SELL,AI_Global_Developed,EWC,1815,24.764265060424805,44947.14108467102,67.42071162700654,42804.60358022786
2011-05-02,BUY,AI_Global_Developed,EWA,3065,14.613435745239258,44790.180559158325,67.18527083873748,-2052.7622497692064
2011-06-01,SELL,AI_US_Large_Cap,XLE,1438,45.79700469970703,65856.09275817871,98.78413913726808,63704.54636927224
2011-06-01,BUY,AI_US_Large_Cap,XLV,2265,27.887758255004883,63165.77244758606,94.74865867137909,444.0252630148025
2011-06-01,SELL,AI_Global_Developed,EWA,3065,13.65594482421875,41855.47088623047,62.7832063293457,42236.712942915925
2011-06-01,BUY,AI_Global_Developed,EWG,2265,18.56576919555664,42051.46722793579,63.07720084190369,122.16851413823315
2011-08-01,SELL,AI_US_Large_Cap,XLV,2265,26.395383834838867,59785.544385910034,89.67831657886505,59818.0345834694
2011-08-01,BUY,AI_US_Large_Cap,VNQ,1763,34.16288375854492,60229.1640663147,90.34374609947204,-501.4732289447711
2011-08-01,SELL,AI_Global_Developed,EWG,2265,18.022544860839844,40821.064109802246,61.23159616470336,40258.35928469277
2011-08-01,BUY,AI_Global_Developed,EWJ,1193,33.58842849731445,40070.99519729614,60.10649279594421,127.25759460068366
2011-09-01,SELL,AI_US_Large_Cap,VNQ,1763,32.26493835449219,56883.08631896973,85.3246294784546,56925.019284091955
2011-09-01,BUY,AI_US_Large_Cap,XLU,2702,20.770320892333984,56121.407051086426,84.18211057662964,719.4301224289011
2011-10-03,SELL,AI_US_Large_Cap,XLU,2702,20.452669143676758,55263.1120262146,82.8946680393219,55899.64748060418
2011-10-03,SELL,AI_Global_Developed,EWJ,1193,29.47297477722168,35161.258909225464,52.7418883638382,91008.1645014658
2011-11-01,BUY,AI_US_Large_Cap,XLU,2561,21.262794494628906,54454.01670074463,81.68102505111695,36472.46677567005
2011-11-01,BUY,AI_Global_Developed,EWJ,1234,29.377986907958984,36252.43584442139,54.37865376663208,165.65227748203324
2011-12-01,SELL,AI_US_Large_Cap,XLU,2561,21.879741668701172,56034.0184135437,84.05102762031555,56115.61966340542
2011-12-01,BUY,AI_US_Large_Cap,XLE,1280,43.2097282409668,55308.4521484375,82.96267822265625,724.2048367452662
2011-12-01,SELL,AI_Global_Developed,EWJ,1234,29.441320419311523,36330.58939743042,54.49588409614563,37000.29835007954
2011-12-01,BUY,AI_Global_Developed,EWU,1969,18.698862075805664,36818.05942726135,55.22708914089203,127.01183367729391
2012-01-03,SELL,AI_US_Large_Cap,XLE,1280,43.74354934692383,55991.7431640625,83.98761474609375,56034.7673829937
2012-01-03,BUY,AI_US_Large_Cap,VNQ,1660,33.93131637573242,56325.98518371582,84.48897777557373,-375.7067784976971
2012-02-01,SELL,AI_US_Large_Cap,VNQ,1660,36.14739227294922,60004.6711730957,90.00700675964356,59538.95738783836
2012-02-01,BUY,AI_US_Large_Cap,XLB,2079,28.323137283325195,58883.80241203308,88.32570361804963,566.8292721872276
2012-02-01,SELL,AI_Global_Developed,EWU,1969,19.735179901123047,38858.56922531128,58.28785383796692,39367.11064366054
2012-02-01,BUY,AI_Global_Developed,EWG,2486,15.764318466186523,39190.0957069397,58.78514356040955,118.22979316043347
2012-03-01,SELL,AI_US_Large_Cap,XLB,2079,28.194902420043945,58617.20213127136,87.92580319690704,58647.50612123489
2012-03-01,BUY,AI_US_Large_Cap,XLK,2476,24.241291046142578,60021.43663024902,90.03215494537355,-1463.962663959508
2012-04-02,SELL,AI_US_Large_Cap,XLK,2476,25.45492172241211,63026.38618469238,94.53957927703857,61467.88394145584
