,Value
Initial Capital,100000.0
Final Equity,196346.07603025436
Total Return (%),96.34607603025435
CAGR (%),2.740874304044927
Volatility (%),14.400885591069217
Sharpe Ratio,0.1903267883570087
Sortino Ratio,0.18128177978954393
Max Drawdown (%),-32.8036728701911
Calmar Ratio,0.08355388480097838
Win Rate (%),29.82344520439001
Avg Win (%),0.8114633122255447
Avg Loss (%),-0.89871653976664
Total Trades,6288.0
