,Value
Initial Capital,100000.0
Final Equity,571740.06258539
Total Return (%),471.7400625853901
CAGR (%),9.000677769397946
Volatility (%),18.219236640808774
Sharpe Ratio,0.49402057544154027
Sortino Ratio,0.5732576802644286
Max Drawdown (%),-28.431767449527435
Calmar Ratio,0.3165711658754984
Win Rate (%),39.29762605454189
Avg Win (%),0.9374312305057001
Avg Loss (%),-0.9868202039937067
Total Trades,189.0
