,Value
Initial Capital,100000.0
Final Equity,119284.50573802178
Total Return (%),19.284505738021785
CAGR (%),3.2415220034522685
Volatility (%),15.783829396885043
Sharpe Ratio,0.20536980741137423
Sortino Ratio,0.19460603083378708
Max Drawdown (%),-28.811046250398604
Calmar Ratio,0.11250969420825603
Win Rate (%),19.10919540229885
Avg Win (%),1.1218254108421788
Avg Loss (%),-0.9749067393867571
Total Trades,1393.0
