,Value
Initial Capital,100000.0
Final Equity,410172.20562665025
Total Return (%),310.1722056266502
CAGR (%),7.2258814988080955
Volatility (%),16.051692541588487
Sharpe Ratio,0.45016321363535267
Sortino Ratio,0.49034571295842494
Max Drawdown (%),-29.56698842873533
Calmar Ratio,0.24439017576052702
Win Rate (%),35.60918187168923
Avg Win (%),0.8570323088461734
Avg Loss (%),-0.9181771129331608
Total Trades,235.0
