,Strategy,Benchmark
Initial Capital,100000.0,100000.0
Final Equity,134857.19831272349,710890.1742095947
Total Return (%),34.85719831272349,611.9581113766598
CAGR (%),1.508878713445938,10.329203983767288
Volatility (%),25.93387403227106,19.02559627844928
Sharpe Ratio,0.058181770743867676,0.5429109202462898
Max Drawdown (%),-68.45613895528014,-55.1577059269332
Calmar Ratio,0.022041539830805132,0.1872667437882618
Win Rate (%),51.8982309679984,55.05863645398529
Avg Win (%),1.0498985226883375,0.7404725478230043
Avg Loss (%),-1.1204181339258072,-0.810070843823747
Total Trades,5032.0,5032.0
Alpha (%),-8.82032527032135,0.0
Relative Sharpe,-0.4847291495024222,0.0
Relative Max DD (%),-13.298433028346942,0.0
Relative Volatility (%),6.908277753821778,0.0
