,Value
Initial Capital,100000.0
Final Equity,483676.1567438437
Total Return (%),383.67615674384365
CAGR (%),8.103143947217962
Volatility (%),18.276791382018732
Sharpe Ratio,0.44335703011799343
Sortino Ratio,0.5100019902568707
Max Drawdown (%),-30.020249792439635
Calmar Ratio,0.26992260235151927
Win Rate (%),39.29762605454189
Avg Win (%),0.9346712243962416
Avg Loss (%),-0.9927227387494684
Total Trades,191.0
