,Strategy,Benchmark
Initial Capital,100000.0,100000.0
Final Equity,483676.1567438437,770898.2872772217
Total Return (%),383.67615674384365,672.0563718349741
CAGR (%),8.103143947217962,10.631171424759822
Volatility (%),18.276791382018732,18.943816169203775
Sharpe Ratio,0.44335703011799343,0.5611948157543095
Sortino Ratio,0.5100019902568707,0.6823239518424049
Max Drawdown (%),-30.020249792439635,-55.179698026409255
Calmar Ratio,0.26992260235151927,0.19266454520413823
Win Rate (%),39.29762605454189,55.130468903276444
Avg Win (%),0.9346712243962416,0.7373254945003683
Avg Loss (%),-0.9927227387494684,-0.8063047734991268
Total Trades,191.0,1.0
Alpha (%),-2.52802747754186,0.0
Relative Sharpe,-0.11783778563631608,0.0
Relative Max DD (%),25.15944823396962,0.0
Relative Volatility (%),-0.6670247871850421,0.0
