,Value
Initial Capital,100000.0
Final Equity,127785.78407102586
Total Return (%),27.785784071025855
CAGR (%),1.2193524188869098
Volatility (%),13.421712928855964
Sharpe Ratio,0.09084923998526055
Sortino Ratio,0.08897344442773486
Max Drawdown (%),-39.97278818413512
Calmar Ratio,0.03050456258567575
Win Rate (%),29.742986070237393
Avg Win (%),0.7771178308929794
Avg Loss (%),-0.8673232917138926
Total Trades,250.0
