,Value
Initial Capital,100000.0
Final Equity,401364.2139570815
Total Return (%),301.3642139570815
CAGR (%),11.170830350635619
Volatility (%),32.85983653920157
Sharpe Ratio,0.33995392330417995
Sortino Ratio,0.503609449581751
Max Drawdown (%),-63.163499003666836
Calmar Ratio,0.1768557873905484
Win Rate (%),49.57652752571083
Avg Win (%),1.5213936299668844
Avg Loss (%),-1.4850901438316053
Total Trades,3307.0
