,Value
Initial Capital,100000.0
Final Equity,530625.8721282159
Total Return (%),430.6258721282158
CAGR (%),8.71689378385856
Volatility (%),13.539242666752148
Sharpe Ratio,0.643824325954681
Sortino Ratio,0.6627185664963585
Max Drawdown (%),-33.67957151946109
Calmar Ratio,0.25881842881586753
Win Rate (%),41.86046511627907
Avg Win (%),0.6299831336000433
Avg Loss (%),-0.6859635503753357
Total Trades,5032.0
