,Value
Initial Capital,100000.0
Final Equity,127785.8983360868
Total Return (%),27.785898336086802
CAGR (%),1.219356892876755
Volatility (%),13.421702682935042
Sharpe Ratio,0.09084964267813059
Sortino Ratio,0.08897384721090103
Max Drawdown (%),-39.972772900911885
Calmar Ratio,0.03050468617474717
Win Rate (%),29.742986070237393
Avg Win (%),0.7771173745958837
Avg Loss (%),-0.8673227163275593
Total Trades,250.0
