,Value
Initial Capital,100000.0
Final Equity,217233.81379156877
Total Return (%),117.23381379156876
CAGR (%),11.23589178745117
Volatility (%),33.68169082759315
Sharpe Ratio,0.3335904911948885
Sortino Ratio,0.47563659885981
Max Drawdown (%),-72.61349679762677
Calmar Ratio,0.15473558336910162
Win Rate (%),51.33514986376022
Avg Win (%),1.5484547865047962
Avg Loss (%),-1.649990821284204
Total Trades,1836.0
