,Value
Initial Capital,100000.0
Final Equity,176358.4752990217
Total Return (%),76.35847529902169
CAGR (%),2.882001158881442
Volatility (%),15.514509259794485
Sharpe Ratio,0.18576167061565302
Sortino Ratio,0.201838554290839
Max Drawdown (%),-41.371797418932154
Calmar Ratio,0.06966100915795863
Win Rate (%),39.71377459749553
Avg Win (%),0.7622878717387551
Avg Loss (%),-0.8254972375358507
Total Trades,5032.0
