date,action,bucket,symbol,shares,price,value,cost,cash_after
2010-01-04,BUY,AI_US_Sectors_Basic,XLK,1750,18.80937385559082,32916.404247283936,49.3746063709259,67034.22114634514
2010-01-04,BUY,AI_Global_Developed,EWC,1697,19.380556106567383,32888.80371284485,49.33320556926727,34096.08422793102
2010-01-04,BUY,AI_Real_Assets,XME,772,43.84181213378906,33845.878967285156,50.76881845092774,199.43644219494308
2010-02-01,SELL,AI_US_Sectors_Basic,XLK,1750,17.136173248291016,29988.303184509277,44.982454776763916,30142.757171927457
2010-02-01,BUY,AI_US_Sectors_Basic,XLV,1245,24.071231842041016,29968.683643341064,44.9530254650116,129.12050312137944
2010-02-01,SELL,AI_Global_Developed,EWC,1697,17.92629051208496,30420.91499900818,45.63137249851227,30504.404129631046
2010-02-01,BUY,AI_Global_Developed,EWJ,973,30.76136016845703,29930.80344390869,44.89620516586304,528.704480556491
2010-02-01,SELL,AI_Real_Assets,XME,772,39.54011154174805,30524.966110229492,45.78744916534424,31007.883141620638
2010-02-01,BUY,AI_Real_Assets,GLD,284,108.3499984741211,30771.39956665039,46.15709934997559,190.32647562026978
2010-03-01,SELL,AI_US_Sectors_Basic,XLV,1245,24.25486946105957,30197.312479019165,45.29596871852875,30342.342985920906
2010-03-01,BUY,AI_US_Sectors_Basic,XLY,1181,25.539426803588867,30162.063055038452,45.243094582557674,135.0368362998961
2010-03-01,SELL,AI_Global_Developed,EWJ,973,31.070842742919922,30231.929988861084,45.347894983291624,30321.618930177687
2010-03-01,BUY,AI_Global_Developed,EWC,1583,19.034988403320312,30132.386642456055,45.19857996368408,144.03370775794974
2010-03-01,SELL,AI_Real_Assets,GLD,284,109.43000030517578,31078.120086669922,46.61718013000488,31175.536614297867
2010-03-01,BUY,AI_Real_Assets,XME,731,42.410606384277344,31002.15326690674,46.50322990036011,126.88011749076759
2010-04-01,SELL,AI_Global_Developed,EWC,1583,20.46044921875,32388.89111328125,48.58333666992188,32467.187894102095
2010-04-01,BUY,AI_Global_Developed,EWA,2637,12.365330696105957,32607.37704563141,48.911065568447114,-189.100217097759
2010-06-01,SELL,AI_Global_Developed,EWA,2637,9.843754768371582,25957.98132419586,38.9369719862938,25729.944135111808
2010-06-01,BUY,AI_Global_Developed,EWC,1511,18.6174259185791,28130.930562973022,42.19639584445954,-2443.182823705676
2010-06-01,SELL,AI_Real_Assets,XME,731,39.23198318481445,28678.579708099365,43.01786956214905,26192.37901483154
2010-06-01,BUY,AI_Real_Assets,VNQ,1099,26.336288452148438,28943.581008911133,43.4153715133667,-2794.6173655929597
2010-07-01,SELL,AI_US_Sectors_Basic,XLY,1181,24.320850372314453,28722.92428970337,43.08438643455506,25885.222537675854
2010-07-01,SELL,AI_Global_Developed,EWC,1511,17.836071014404297,26950.303302764893,40.42545495414734,52795.1003854866
2010-07-01,SELL,AI_Real_Assets,VNQ,1099,25.406198501586914,27921.41215324402,41.88211822986603,80674.63042050075
2010-07-01,BUY,AI_Real_Assets,GLD,233,117.04000091552734,27270.32021331787,40.9054803199768,53363.4047268629
2010-09-01,SELL,AI_Real_Assets,GLD,233,121.69000244140625,28353.770568847656,42.53065585327148,81674.64463985729
2010-10-01,BUY,AI_US_Sectors_Basic,XLU,1426,18.85231590270996,26883.402477264404,40.3251037158966,54750.91705887699
2010-10-01,BUY,AI_Global_Developed,EWC,1308,20.53213882446289,26856.03758239746,40.284056373596194,27854.595420105936
2010-10-01,BUY,AI_Real_Assets,GDX,559,49.4593620300293,27647.783374786377,41.47167506217957,165.3403702573778
2010-11-01,SELL,AI_Global_Developed,EWC,1308,21.039461135864258,27519.61516571045,41.27942274856568,27643.676113219262
2010-11-01,BUY,AI_Global_Developed,EWU,1419,19.101543426513672,27105.0901222229,40.65763518333435,497.9283558130264
2011-01-03,SELL,AI_US_Sectors_Basic,XLU,1426,19.041738510131836,27153.519115447998,40.730278673171995,27610.717192587854
2011-01-03,BUY,AI_US_Sectors_Basic,XLY,886,31.62921905517578,28023.488082885742,42.035232124328616,-454.8061224222183
2011-01-03,SELL,AI_Global_Developed,EWU,1419,19.51954460144043,27698.23378944397,41.547350684165956,27201.880316337585
2011-01-03,BUY,AI_Global_Developed,EWC,1223,22.889179229736328,27993.46619796753,41.99019929695129,-833.5760809268941
2011-01-03,SELL,AI_Real_Assets,GDX,559,53.46153259277344,29884.99671936035,44.82749507904053,29006.593143354417
2011-01-03,BUY,AI_Real_Assets,VNQ,914,31.54850959777832,28835.337772369385,43.25300665855408,128.00236432647944
2011-02-01,SELL,AI_Global_Developed,EWC,1223,23.379928588867188,28593.65266418457,42.890478996276855,28678.764549514774
2011-02-01,BUY,AI_Global_Developed,EWA,2128,13.273998260498047,28247.068298339844,42.37060244750977,389.3256487274193
2011-02-01,SELL,AI_Real_Assets,VNQ,914,32.05753707885742,29300.588890075684,43.950883335113524,29645.96365546799
2011-02-01,BUY,AI_Real_Assets,GDX,596,48.77253723144531,29068.432189941406,43.602648284912114,533.9288172416709
2011-04-01,SELL,AI_US_Sectors_Basic,XLY,886,32.950958251953125,29194.54901123047,43.79182351684571,29684.686004955292
2011-04-01,BUY,AI_US_Sectors_Basic,XLE,615,48.66884994506836,29931.34271621704,44.89701407432556,-291.5537253360744
2011-04-01,SELL,AI_Global_Developed,EWA,2128,14.09021282196045,29983.972885131836,44.97595932769776,29647.443200468064
2011-04-01,BUY,AI_Global_Developed,EWC,1204,24.852157592773438,29921.99774169922,44.88299661254883,-319.43753784370347
2011-04-01,SELL,AI_Real_Assets,GDX,596,52.581790924072266,31338.74739074707,47.0081210861206,30972.301731817246
2011-04-01,BUY,AI_Real_Assets,GLD,221,139.1999969482422,30763.199325561523,46.14479898834229,162.9576072673808
2011-05-02,SELL,AI_US_Sectors_Basic,XLE,615,48.315940856933594,29714.30362701416,44.57145544052124,29832.68977884102
2011-05-02,BUY,AI_US_Sectors_Basic,XLV,1096,27.879934310913086,30556.408004760742,45.83461200714112,-769.5528379268617
2011-05-02,SELL,AI_Global_Developed,EWC,1204,24.764263153076172,29816.17283630371,44.72425925445557,29001.895739122392
2011-05-02,BUY,AI_Global_Developed,EWA,2090,14.61343002319336,30542.06874847412,45.81310312271118,-1585.9861124744384
2011-06-01,SELL,AI_Global_Developed,EWA,2090,13.655946731567383,28540.92866897583,42.81139300346375,26912.13116349793
2011-06-01,BUY,AI_Global_Developed,EWG,1606,18.565773010253906,29816.631454467773,44.724947181701665,-2949.2252381515464
2011-06-01,SELL,AI_Real_Assets,GLD,221,149.91000366210938,33130.11080932617,49.69516621398927,30131.190404960635
2011-06-01,BUY,AI_Real_Assets,VNQ,894,34.302520751953125,30666.453552246094,45.99968032836914,-581.2628276138275
2011-07-01,SELL,AI_US_Sectors_Basic,XLV,1096,28.299875259399414,31016.663284301758,46.52499492645264,30388.875461761476
2011-07-01,BUY,AI_US_Sectors_Basic,XLU,1463,20.89986801147461,30576.506900787354,45.86476035118103,-233.49619937705938
2011-07-01,SELL,AI_Global_Developed,EWG,1606,19.58094596862793,31446.999225616455,47.170498838424685,31166.33252740097
2011-07-01,BUY,AI_Global_Developed,EWJ,917,33.30350875854492,30539.317531585693,45.80897629737854,581.2060195178965
2011-07-01,SELL,AI_Real_Assets,VNQ,894,34.73682403564453,31054.72068786621,46.58208103179932,31589.344626352307
2011-07-01,BUY,AI_Real_Assets,GLD,216,144.92999267578125,31304.87841796875,46.95731762695313,237.50889075660598
2011-08-01,SELL,AI_US_Sectors_Basic,XLU,1463,20.523569107055664,30025.981603622437,45.038972405433654,30218.45152197361
2011-08-01,BUY,AI_US_Sectors_Basic,XLE,671,46.619319915771484,31281.563663482666,46.922345495224,-1110.034487004279
2011-08-01,SELL,AI_Real_Assets,GLD,216,157.72000122070312,34067.520263671875,51.101280395507814,32906.38449627209
2011-08-01,BUY,AI_Real_Assets,GDX,638,50.461631774902344,32194.521072387695,48.291781608581545,663.5716422758123
2011-09-01,SELL,AI_US_Sectors_Basic,XLE,671,41.59953308105469,27913.286697387695,41.86993004608155,28534.988409617425
2011-09-01,BUY,AI_US_Sectors_Basic,XLU,1465,20.770320892333984,30428.520107269287,45.64278016090393,-1939.174477812765
2011-09-01,SELL,AI_Real_Assets,GDX,638,55.75764083862305,35573.374855041504,53.36006228256226,33580.84031494618
2011-09-01,BUY,AI_Real_Assets,GLD,176,177.8699951171875,31305.119140625,46.9576787109375,2228.7634956102447
2011-10-03,SELL,AI_US_Sectors_Basic,XLU,1465,20.452669143676758,29963.16029548645,44.944740443229676,32146.979050653466
2011-10-03,SELL,AI_Global_Developed,EWJ,917,29.472970962524414,27026.714372634888,40.540071558952334,59133.1533517294
2011-10-03,SELL,AI_Real_Assets,GLD,176,160.9600067138672,28328.961181640625,42.49344177246094,87419.62109159757
2011-11-01,BUY,AI_US_Sectors_Basic,XLK,1372,20.961233139038086,28758.811866760254,43.13821780014038,58617.67100703718
2011-11-01,BUY,AI_Global_Developed,EWG,1985,14.48730182647705,28757.294125556946,43.13594118833542,29817.240940291897
2011-11-01,BUY,AI_Real_Assets,VNQ,917,32.2856330871582,29605.925540924072,44.40888831138611,166.906511056437
2011-12-01,SELL,AI_US_Sectors_Basic,XLK,1372,21.350805282592773,29293.304847717285,43.939957271575935,29416.271401502145
2011-12-01,BUY,AI_US_Sectors_Basic,XLE,669,43.20973587036133,28907.31329727173,43.36096994590759,465.5971342845078
2011-12-01,SELL,AI_Global_Developed,EWG,1985,14.747032165527344,29272.858848571777,43.909288272857665,29694.546694583427
2011-12-01,BUY,AI_Global_Developed,EWU,1545,18.69886589050293,28889.747800827026,43.33462170124054,761.4642720551601
2011-12-01,SELL,AI_Real_Assets,VNQ,917,31.826629638671875,29185.01937866211,43.777529067993164,29902.706121649277
2011-12-01,BUY,AI_Real_Assets,XME,676,43.98904800415039,29736.596450805664,44.604894676208495,121.50477616740318
2012-01-03,SELL,AI_US_Sectors_Basic,XLE,669,43.743553161621094,29264.43706512451,43.89665559768677,29342.045185694227
2012-01-03,BUY,AI_US_Sectors_Basic,XLU,1299,22.269739151000977,28928.39115715027,43.3925867357254,370.26144180823394
2012-01-03,SELL,AI_Real_Assets,XME,676,42.423187255859375,28678.074584960938,43.01711187744141,29005.31891489173
2012-01-03,BUY,AI_Real_Assets,VNQ,878,33.93132019042969,29791.699127197266,44.6875486907959,-831.0677609963313
2012-02-01,SELL,AI_US_Sectors_Basic,XLU,1299,21.929458618164062,28486.366744995117,42.72955011749268,27612.569433881294
2012-02-01,BUY,AI_US_Sectors_Basic,XLI,1043,28.32977294921875,29547.953186035156,44.32192977905274,-1979.7056819329155
2012-04-02,SELL,AI_US_Sectors_Basic,XLI,1043,29.27818489074707,30537.146841049194,45.805720261573796,28511.635438854704
2012-04-02,BUY,AI_US_Sectors_Basic,XLF,3046,10.071573257446289,30678.012142181396,46.017018213272095,-2212.3937215399637
2012-04-02,SELL,AI_Global_Developed,EWU,1545,20.584630966186523,31803.25484275818,47.70488226413727,29543.156238954078
2012-04-02,BUY,AI_Global_Developed,EWG,1798,17.048553466796875,30653.29913330078,45.97994869995117,-1156.1228430466545
2012-05-01,SELL,AI_US_Sectors_Basic,XLF,3046,9.862802505493164,30042.096431732178,45.06314464759827,28840.910444037923
2012-05-01,BUY,AI_US_Sectors_Basic,XLK,1214,24.98723793029785,30334.50684738159,45.50176027107239,-1539.0981636147408
2012-06-01,SELL,AI_US_Sectors_Basic,XLK,1214,22.715667724609375,27576.82061767578,41.365230926513675,25996.357223134528
2012-06-01,BUY,AI_US_Sectors_Basic,XLP,1163,23.11566162109375,26883.51446533203,40.32527169799805,-927.482513895502
2012-06-01,SELL,AI_Global_Developed,EWG,1798,13.578237533569336,24413.671085357666,36.6205066280365,23449.568064834126
2012-06-01,BUY,AI_Global_Developed,EWU,1511,17.7802791595459,26866.001810073853,40.29900271511078,-3456.7327479548367
2012-07-02,SELL,AI_US_Sectors_Basic,XLP,1163,24.54526138305664,28546.138988494873,42.81920848274231,25046.587032057294
2012-07-02,BUY,AI_US_Sectors_Basic,XLV,955,30.656003952026367,29276.48377418518,43.91472566127777,-4273.811467789164
