,Value
Initial Capital,100000.0
Final Equity,123006.16321481275
Total Return (%),23.006163214812748
CAGR (%),0.8332904429982024
Volatility (%),14.154332367880206
Sharpe Ratio,0.05887175893150221
Sortino Ratio,0.05745765122481768
Max Drawdown (%),-36.84678401382444
Calmar Ratio,0.02261501146709473
Win Rate (%),30.205185303006203
Avg Win (%),0.7858734597811435
Avg Loss (%),-0.8651895126732938
Total Trades,553.0
