date,filter_type,filter_period,score,is_reeval
2007-09-28,EMA,12,0.0,False
2007-12-31,TEMA,90,127.61194902051976,True
2008-03-31,Double_EMA,63,1.9719465555503728,True
2008-06-30,Double_EMA,63,199.72844174523811,True
2008-09-30,Double_EMA,63,-0.6064996555543017,True
2008-12-31,EMA,12,-0.6069201321963998,True
2009-03-31,EMA,12,-0.6107574513204738,True
2009-06-30,EMA,12,-0.5551297921582515,True
2009-09-30,Double_EMA,25,-0.13150508315791246,True
2009-12-31,Double_EMA,25,-0.17775714109512455,True
2010-03-31,Double_EMA,25,0.5348950202476809,True
2010-06-30,Double_EMA,25,0.1434589351798312,True
2010-09-30,Double_EMA,25,1.6553035428680594,True
2010-12-31,Double_EMA,25,5.64804563837195,True
2011-03-31,Double_EMA,25,13.831429699284913,True
2011-06-30,Double_EMA,25,8.930919493914958,True
2011-09-30,Double_EMA,25,4.340004695052187,True
2011-12-30,Double_EMA,25,4.59622263235341,True
2012-03-30,TEMA,120,7.710194072817118,True
2012-06-29,TEMA,105,15.892052600856287,True
2012-09-28,TEMA,90,14.537762042292707,True
2012-12-31,TEMA,75,14.669704786771428,True
2013-04-30,TEMA,45,30.20606687372556,True
2013-07-31,TEMA,25,84.02952053503853,True
2013-10-31,Double_EMA,25,201.24877663910067,True
2014-01-31,TEMA,25,101.7750450113341,True
2014-05-30,TEMA,25,53.76588093532915,True
2014-08-29,Double_EMA,25,57.932043851408885,True
2014-11-28,Double_EMA,25,51.055404695813685,True
2015-02-27,Double_EMA,25,70.4911543884269,True
2015-05-29,TEMA,90,53.23804143525201,True
2015-08-31,TEMA,90,35.512101776747556,True
2015-11-30,TEMA,90,33.95604936739443,True
2016-02-29,TEMA,90,18.265103505168025,True
2016-05-31,Double_EMA,25,22.059350052515853,True
2016-08-31,Double_EMA,25,24.988928774256895,True
2016-11-30,TEMA,12,24.600408008945088,True
2017-02-28,TEMA,12,39.325099007924145,True
2017-05-31,TEMA,12,32.71305622837472,True
2017-08-31,Double_EMA,25,30.329822955699715,True
2017-11-30,Double_EMA,25,26.969874296379068,True
2018-02-28,Double_EMA,25,16.228252231769847,True
2018-05-31,EMA,45,17.4612415828138,True
2018-08-31,EMA,45,23.410242397112665,True
2018-11-30,Double_EMA,12,17.8351533445552,True
2019-02-28,EMA,45,19.749851778160274,True
2019-05-31,EMA,45,11.088934574109425,True
2019-08-30,TEMA,120,13.228550930434182,True
2019-11-29,TEMA,75,23.282055679571016,True
2020-02-28,TEMA,120,20.27944293247898,True
2020-05-29,TEMA,75,23.680689057339354,True
2020-08-31,TEMA,75,40.90712727485238,True
2020-11-30,Double_EMA,75,59.152959927616806,True
2021-03-31,EMA,45,79.67570754115779,True
2021-06-30,Double_EMA,75,124.0625566963314,True
2021-09-30,Double_EMA,75,60.30033401260635,True
2021-12-31,Double_EMA,75,58.366608133097955,True
2022-03-31,TEMA,45,99.64152187557983,True
2022-06-30,TEMA,45,63.915806743804104,True
2022-09-30,TEMA,45,47.486756115079956,True
2022-12-30,TEMA,63,133.5217209802204,True
2023-03-31,TEMA,45,95.01470953576707,True
2023-06-30,TEMA,45,101.79238897149835,True
2023-09-29,Double_EMA,75,57.93842373505087,True
2023-12-29,Double_EMA,75,67.70479884871908,True
2024-03-28,TEMA,63,109.1561585857103,True
2024-06-28,Double_EMA,63,104.24087972625743,True
2024-09-30,Double_EMA,90,56.25316803391092,True
