,Value
Initial Capital,100000.0
Final Equity,425682.1126491394
Total Return (%),325.68211264913947
CAGR (%),7.5237189084068845
Volatility (%),17.10951684472578
Sharpe Ratio,0.43973882937122005
Sortino Ratio,0.573342031910596
Max Drawdown (%),-45.52038458524534
Calmar Ratio,0.1652824108794013
Win Rate (%),50.029815146094215
Avg Win (%),0.7745035670919245
Avg Loss (%),-0.7950241335339715
Total Trades,5032.0
