,Value
Initial Capital,100000.0
Final Equity,196870.03425151526
Total Return (%),96.87003425151526
CAGR (%),14.545054509136035
Volatility (%),28.52535004056384
Sharpe Ratio,0.5098992471066109
Max Drawdown (%),-31.38085934838759
Calmar Ratio,0.46350083494075467
Win Rate (%),53.34394904458599
Avg Win (%),1.2264408965543352
Avg Loss (%),-1.312345655237883
Total Trades,1257.0
