,Value
Initial Capital,100000.0
Final Equity,142702.3846177226
Total Return (%),42.7023846177226
CAGR (%),6.644216532287239
Volatility (%),28.12127502202631
Sharpe Ratio,0.23627010251430922
Sortino Ratio,0.2457801482139225
Max Drawdown (%),-51.2967961600146
Calmar Ratio,0.12952498069394727
Win Rate (%),41.16379310344828
Avg Win (%),1.2624830712547408
Avg Loss (%),-1.3448398925164062
Total Trades,1393.0
