date,filter_type,filter_period,score,is_reeval
2011-11-04,EMA,12,0.0,False
2012-02-29,EMA,12,37.529024848655595,True
2012-05-31,EMA,63,0.0,True
2012-08-31,EMA,63,17.168194213640042,True
2012-11-30,EMA,63,2.2158065412117853,True
2013-02-28,EMA,63,15.35439820441782,True
2013-05-31,Double_EMA,63,1694.5367866455904,True
2013-08-30,Double_EMA,63,1476.4123948857502,True
2013-11-29,Double_EMA,63,20281.379001723708,True
2014-02-28,Double_EMA,63,132284.92077805946,True
2014-05-30,EMA,63,6909.8092021357415,True
2014-08-29,Double_EMA,45,5952.634096937293,True
2014-11-28,EMA,45,84.75980279164051,True
2015-02-27,EMA,12,32.071401105531635,True
2015-05-29,EMA,12,21.98004460938759,True
2015-08-31,EMA,12,1.1685813756813577,True
2015-11-30,EMA,12,-0.0029034830288546458,True
2016-02-29,Double_EMA,120,2.533816826059922,True
2016-05-31,Double_EMA,120,3.2312819336676672,True
2016-08-31,Double_EMA,90,6.738065671540322,True
2016-11-30,Double_EMA,12,8.26538384819255,True
2017-02-28,TEMA,105,5.668566493262001,True
2017-05-31,Double_EMA,12,109.89147817477493,True
2017-08-31,Double_EMA,12,389.9108519275805,True
2017-11-30,Double_EMA,12,28915.286269501263,True
2018-02-28,Double_EMA,12,344.68851279394227,True
2018-05-31,Double_EMA,12,878.9709279338621,True
2018-08-31,Double_EMA,12,711.5716155892262,True
2018-11-30,TEMA,12,15.593893857698594,True
2019-02-28,EMA,12,38.97844633869416,True
2019-05-31,EMA,12,6.900273749272198,True
2019-08-30,Double_EMA,45,18.426765566482697,True
2019-11-29,Double_EMA,25,27.739769420373754,True
2020-02-28,Double_EMA,63,61.71073070888306,True
2020-05-29,Double_EMA,45,35.56039777710229,True
2020-08-31,TEMA,63,1111.4607074236062,True
2020-11-30,Double_EMA,105,224532.79215116406,True
2021-03-31,TEMA,63,388454.0256086135,True
2021-06-30,Double_EMA,75,91102.13700761156,True
2021-09-30,EMA,63,56213.22535945756,True
2021-12-31,Double_EMA,25,10520.309327442586,True
2022-03-31,Double_EMA,25,185510.84020995832,True
2022-06-30,EMA,12,1154.0153109678129,True
2022-09-30,EMA,12,17.23479761856323,True
2022-12-30,Double_EMA,90,16.647561909514682,True
2023-03-31,Double_EMA,25,10.422891790642822,True
2023-06-30,TEMA,120,4.2931475293784525,True
2023-09-29,TEMA,105,34.886992018605355,True
2023-12-29,TEMA,75,41.06228701133932,True
2024-03-28,TEMA,75,71.63232995020988,True
2024-06-28,Double_EMA,75,17.808442961591947,True
2024-09-30,TEMA,45,12.283294071060515,True
