date,filter_type,filter_period,score,is_reeval
2013-10-23,EMA,12,0.0,False
2014-01-31,EMA,25,0.0,True
2014-05-30,EMA,63,21.1251160647985,True
2014-08-29,EMA,63,94.17647315954991,True
2014-11-28,EMA,63,29.065574447458207,True
2015-02-27,TEMA,25,39.6283146884528,True
2015-05-29,TEMA,45,33.929713257029725,True
2015-08-31,TEMA,120,0.0,True
2015-11-30,Double_EMA,12,1.250010922405884,True
2016-02-29,TEMA,120,3.2746892157768865,True
2016-05-31,TEMA,105,5.516807870889141,True
2016-08-31,Double_EMA,90,9.733787534283895,True
2016-11-30,Double_EMA,75,13.187790347784215,True
2017-02-28,Double_EMA,75,112.39815368286098,True
2017-05-31,TEMA,25,92.0283165022835,True
2017-08-31,TEMA,25,779.6297277033651,True
2017-11-30,EMA,12,73.16871114454129,True
2018-02-28,TEMA,12,22.351126641778396,True
2018-05-31,TEMA,75,6.56482639742183,True
2018-08-31,EMA,25,2.712675649297821,True
2018-11-30,EMA,12,4.586234331407632,True
2019-02-28,TEMA,105,5.962957693998707,True
2019-05-31,TEMA,105,5.232183968151468,True
2019-08-30,TEMA,45,0.547326611414511,True
2019-11-29,TEMA,45,6.220628301540834,True
2020-02-28,Double_EMA,63,3.4712721412510574,True
2020-05-29,TEMA,120,3.1685926582342403,True
2020-08-31,Double_EMA,120,13.980408320260471,True
2020-11-30,Double_EMA,105,109.19964279566624,True
2021-03-31,TEMA,63,210.42582530180303,True
2021-06-30,TEMA,45,1047.957167756449,True
2021-09-30,EMA,63,158.6481676915585,True
2021-12-31,EMA,25,50.057576237726686,True
2022-03-31,EMA,25,51.209508026131985,True
2022-06-30,EMA,25,2.7211411600980764,True
2022-09-30,TEMA,105,0.250321449366093,True
2022-12-30,Double_EMA,120,4.335704138780625,True
2023-03-31,TEMA,120,3.168345725391655,True
2023-06-30,TEMA,105,8.92093680762623,True
2023-09-29,TEMA,12,2.6932415389241853,True
2023-12-29,TEMA,75,16.103745216750536,True
2024-03-28,TEMA,12,7.57071959274622,True
2024-06-28,EMA,12,57.43544455821435,True
2024-09-30,TEMA,12,32.38346818760704,True
