,Value
Initial Capital,100000.0
Final Equity,52671.09015733628
Total Return (%),-47.32890984266373
CAGR (%),-5.579525898621562
Volatility (%),24.712703531213627
Sharpe Ratio,-0.2257756174501218
Sortino Ratio,-0.3000259123502303
Max Drawdown (%),-62.15606475003217
Calmar Ratio,0.08976639562141318
Win Rate (%),49.59118378954852
Avg Win (%),1.1279068818608673
Avg Loss (%),-1.221014329832979
Total Trades,2814.0
