,Value
Initial Capital,100000.0
Final Equity,196869.76029127903
Total Return (%),96.86976029127902
CAGR (%),14.545022553330988
Volatility (%),28.525342271636095
Sharpe Ratio,0.5098982657183992
Max Drawdown (%),-31.380857701406732
Calmar Ratio,0.46349984094535973
Win Rate (%),53.34394904458599
Avg Win (%),1.2264409550579938
Avg Loss (%),-1.3123459943819842
Total Trades,1257.0
