date,action,symbol,shares,price,value,cost,cash_after
2020-02-10,BUY,XLK,1037,96.10977172851562,99665.8332824707,149.49874992370604,184.66796760559373
2020-02-24,SELL,XLK,1037,90.67839813232422,94033.49886322021,141.05024829483034,94077.11658253097
2020-02-24,BUY,QQQ,438,213.9020538330078,93689.09957885742,140.53364936828615,247.4833543052664
2020-03-16,SELL,QQQ,438,163.57386779785156,71645.35409545898,107.46803114318848,71785.36941862106
2020-03-16,BUY,XLK,1037,69.01946258544922,71573.18270111084,107.35977405166625,104.8269434585527
2020-03-23,SELL,XLK,1037,67.31452178955078,69805.15909576416,104.70773864364625,69805.27830057907
2020-03-23,BUY,QQQ,421,165.0456085205078,69484.20118713379,104.22630178070068,216.85081166458258
2020-04-13,SELL,QQQ,421,196.5811004638672,82760.64329528809,124.14096494293213,82853.35314200974
2020-04-13,BUY,XLB,1833,45.07643127441406,82625.09852600098,123.93764778900147,104.3169682197622
2020-04-20,SELL,XLB,1833,43.9380989074707,80538.5352973938,120.8078029460907,80522.04446266747
2020-04-20,BUY,XLE,3051,26.32026481628418,80303.12795448303,120.45469193172454,98.46181625271856
2020-06-01,SELL,XLE,3051,31.561920166015625,96295.41842651367,144.44312763977052,96249.43711512662
2020-06-01,BUY,VUG,510,188.1149139404297,95938.60610961914,143.9079091644287,166.92309634306002
2020-06-08,SELL,VUG,510,194.99615478515625,99448.03894042969,149.17205841064452,99465.7899783621
2020-06-08,BUY,XLE,2645,37.49977111816406,99186.89460754395,148.78034191131593,130.11502890683187
2020-06-15,SELL,XLE,2645,31.9620418548584,84539.60070610046,126.8094010591507,84542.90633394815
2020-06-15,BUY,XLI,1321,63.80413818359375,84285.26654052734,126.42789981079102,131.21189361001598
2020-06-22,SELL,XLI,1321,63.66324234008789,84099.1431312561,126.14871469688416,84104.20631016923
2020-06-22,BUY,XLF,3886,21.58767318725586,83889.69800567627,125.83454700851439,88.67375748444465
2020-06-29,SELL,XLF,3886,20.786447525024414,80776.13508224487,121.16420262336732,80743.64463710596
2020-06-29,BUY,XLK,818,98.42158508300781,80508.85659790039,120.76328489685059,114.02475430871709
2020-07-06,SELL,XLK,818,102.69786071777344,84006.85006713867,126.01027510070801,83994.86454634668
2020-07-06,BUY,QQQ,334,250.6177520751953,83706.32919311523,125.55949378967286,162.9758594417799
2020-07-20,SELL,QQQ,334,258.7554016113281,86424.3041381836,129.6364562072754,86457.6435414181
2020-07-20,BUY,XLB,1578,54.64308166503906,86226.78286743164,129.34017430114744,101.52049968531355
2020-08-10,SELL,XLB,1578,56.15719223022461,88616.04933929443,132.92407400894166,88584.6457649708
2020-08-10,BUY,XLI,1244,70.98490142822266,88305.21737670898,132.45782606506347,146.9705621967587
2020-08-24,SELL,XLI,1244,71.76868438720703,89280.24337768555,133.92036506652832,89293.29357481578
2020-08-24,BUY,XLK,780,114.05973815917969,88966.59576416016,133.44989364624024,193.24791700938658
2020-09-14,SELL,XLK,780,110.57925415039062,86251.81823730469,129.37772735595703,86315.68842695812
2020-09-14,BUY,XLB,1447,59.4918327331543,86084.68196487427,129.1270229473114,101.87943913653726
2020-10-05,SELL,XLB,1447,58.41371536254883,84524.64612960815,126.78696919441224,84499.73859955028
2020-10-05,BUY,XLI,1154,73.0010986328125,84243.26782226562,126.36490173339843,130.10587555126403
2020-10-19,SELL,XLI,1154,74.6025619506836,86091.35649108887,129.13703473663332,86092.3253319035
2020-10-19,BUY,XLK,751,114.25470733642578,85805.28520965576,128.70792781448364,158.33219443325652
2020-10-26,SELL,XLK,751,111.34307861328125,83618.65203857422,125.42797805786134,83651.55625494961
2020-10-26,BUY,XLF,3693,22.594444274902344,83441.28270721436,125.16192406082153,85.11162367442739
2020-11-02,SELL,XLF,3693,22.25571060180664,82190.33925247192,123.2855088787079,82152.16536726765
2020-11-02,BUY,XLB,1386,59.110939025878906,81927.76148986816,122.89164223480225,101.51223516468599
2020-11-09,SELL,XLB,1386,62.95930480957031,87261.59646606445,130.89239469909668,87232.21630653004
2020-11-09,BUY,QQQ,310,279.9093017578125,86771.88354492188,130.15782531738282,330.1749362907867
2020-11-16,SELL,QQQ,310,284.38067626953125,88158.00964355469,132.23701446533204,88355.94756538015
2020-11-16,BUY,XLE,2962,29.749155044555664,88116.99724197388,132.17549586296082,106.7748275433114
2020-12-28,SELL,XLE,2962,31.62474250793457,93672.4873085022,140.5087309627533,93638.75340508275
2020-12-28,BUY,XLK,743,125.71282958984375,93404.6323852539,140.10694857788087,94.01407125096011
2021-01-04,SELL,XLK,743,123.18932342529297,91529.66730499268,137.294500957489,91486.38687528615
2021-01-04,BUY,XLF,3409,26.765422821044922,91243.32639694214,136.8649895954132,106.19548874859174
2021-01-25,SELL,XLF,3409,27.72264862060547,94506.50914764404,141.75976372146607,94470.94487267117
2021-01-25,BUY,XLE,2710,34.76384353637695,94210.01598358154,141.3150239753723,119.61386511425371
2021-02-08,SELL,XLE,2710,37.01798629760742,100318.74286651611,150.47811429977418,100287.8786173306
2021-02-08,BUY,QQQ,308,324.1324462890625,99832.79345703125,149.7491901855469,305.33597011379607
2021-02-22,SELL,QQQ,308,313.3079528808594,96498.84948730469,144.74827423095704,96659.43718318753
2021-02-22,BUY,XLE,2417,39.889915466308594,96413.92568206787,144.6208885231018,100.89061259655864
2021-03-29,SELL,XLE,2417,42.04278564453125,101617.41290283203,152.42611935424804,101565.87739607434
2021-03-29,BUY,XLI,1104,91.69175720214844,101227.69995117188,151.8415499267578,186.33589497570938
2021-04-12,SELL,XLI,1104,94.0600357055664,103842.27941894531,155.76341912841798,103872.8518947926
2021-04-12,BUY,XLK,760,136.18038940429688,103497.09594726562,155.24564392089843,220.51030360607547
2021-05-03,SELL,XLK,760,134.46231079101562,102191.35620117188,153.2870343017578,102258.5794704762
2021-05-03,BUY,VUG,382,266.3808898925781,101757.49993896484,152.63624990844727,348.44328160290024
2021-05-10,SELL,VUG,382,258.7374572753906,98837.70867919922,148.25656301879883,99037.89539778332
2021-05-10,BUY,XLB,1235,79.94497680664062,98732.04635620117,148.09806953430177,157.75097204784106
2021-05-17,SELL,XLB,1235,81.0416259765625,100086.40808105469,150.12961212158203,100094.02944098094
