,Value
Initial Capital,100000.0
Final Equity,69815.38624732112
Total Return (%),-30.184613752678878
CAGR (%),-1.7628578859541388
Volatility (%),21.81558177813497
Sharpe Ratio,-0.08080728278908393
Sortino Ratio,-0.09187346913682337
Max Drawdown (%),-53.685640853256885
Calmar Ratio,0.03283667397717566
Win Rate (%),34.715127701375245
Avg Win (%),1.20071729406322
Avg Loss (%),-1.2630787595612072
Total Trades,5091.0
