,Value
Initial Capital,100000.0
Final Equity,158528.36623017793
Total Return (%),58.52836623017792
CAGR (%),1.863725254330184
Volatility (%),11.33555856905092
Sharpe Ratio,0.16441406420135732
Sortino Ratio,0.15666948747714735
Max Drawdown (%),-28.45817376715165
Calmar Ratio,0.06548998082517234
Win Rate (%),29.807539366947672
Avg Win (%),0.6354456048453226
Avg Loss (%),-0.7098599668916044
Total Trades,6288.0
