date,equity,cash,position_value,AI_US_Large_Cap_position,AI_US_Large_Cap_shares,AI_US_Large_Cap_value,AI_Global_Developed_position,AI_Global_Developed_shares,AI_Global_Developed_value
2001-02-15,100000.0,100000.0,0.0,,0,0.0,,0,0.0
2001-02-16,100000.0,100000.0,0.0,,0,0.0,,0,0.0
2001-02-20,100000.0,100000.0,0.0,,0,0.0,,0,0.0
2001-02-21,100000.0,100000.0,0.0,,0,0.0,,0,0.0
2001-02-22,100000.0,100000.0,0.0,,0,0.0,,0,0.0
2001-02-23,100000.0,100000.0,0.0,,0,0.0,,0,0.0
2001-02-26,100000.0,100000.0,0.0,,0,0.0,,0,0.0
2001-02-27,100000.0,100000.0,0.0,,0,0.0,,0,0.0
2001-02-28,100000.0,100000.0,0.0,,0,0.0,,0,0.0
2001-03-01,100000.0,100000.0,0.0,,0,0.0,,0,0.0
2001-03-02,100000.0,100000.0,0.0,,0,0.0,,0,0.0
2001-03-05,100000.0,100000.0,0.0,,0,0.0,,0,0.0
2001-03-06,100000.0,100000.0,0.0,,0,0.0,,0,0.0
2001-03-07,100000.0,100000.0,0.0,,0,0.0,,0,0.0
2001-03-08,100000.0,100000.0,0.0,,0,0.0,,0,0.0
2001-03-09,100000.0,100000.0,0.0,,0,0.0,,0,0.0
2001-03-12,100000.0,100000.0,0.0,,0,0.0,,0,0.0
2001-03-13,100000.0,100000.0,0.0,,0,0.0,,0,0.0
2001-03-14,100000.0,100000.0,0.0,,0,0.0,,0,0.0
2001-03-15,100000.0,100000.0,0.0,,0,0.0,,0,0.0
2001-03-16,100000.0,100000.0,0.0,,0,0.0,,0,0.0
2001-03-19,100000.0,100000.0,0.0,,0,0.0,,0,0.0
2001-03-20,100000.0,100000.0,0.0,,0,0.0,,0,0.0
2001-03-21,100000.0,100000.0,0.0,,0,0.0,,0,0.0
2001-03-22,100000.0,100000.0,0.0,,0,0.0,,0,0.0
2001-03-23,100000.0,100000.0,0.0,,0,0.0,,0,0.0
2001-03-26,100000.0,100000.0,0.0,,0,0.0,,0,0.0
2001-03-27,100000.0,100000.0,0.0,,0,0.0,,0,0.0
2001-03-28,100000.0,100000.0,0.0,,0,0.0,,0,0.0
2001-03-29,100000.0,100000.0,0.0,,0,0.0,,0,0.0
2001-03-30,100000.0,100000.0,0.0,,0,0.0,,0,0.0
2001-04-02,100000.0,100000.0,0.0,,0,0.0,,0,0.0
2001-04-03,100000.0,100000.0,0.0,,0,0.0,,0,0.0
2001-04-04,100000.0,100000.0,0.0,,0,0.0,,0,0.0
2001-04-05,100000.0,100000.0,0.0,,0,0.0,,0,0.0
2001-04-06,100000.0,100000.0,0.0,,0,0.0,,0,0.0
2001-04-09,100000.0,100000.0,0.0,,0,0.0,,0,0.0
2001-04-10,100000.0,100000.0,0.0,,0,0.0,,0,0.0
2001-04-11,100000.0,100000.0,0.0,,0,0.0,,0,0.0
2001-04-12,100000.0,100000.0,0.0,,0,0.0,,0,0.0
2001-04-16,100000.0,100000.0,0.0,,0,0.0,,0,0.0
2001-04-17,100000.0,100000.0,0.0,,0,0.0,,0,0.0
2001-04-18,100000.0,100000.0,0.0,,0,0.0,,0,0.0
2001-04-19,100000.0,100000.0,0.0,,0,0.0,,0,0.0
2001-04-20,100000.0,100000.0,0.0,,0,0.0,,0,0.0
2001-04-23,100000.0,100000.0,0.0,,0,0.0,,0,0.0
2001-04-24,100000.0,100000.0,0.0,,0,0.0,,0,0.0
2001-04-25,100000.0,100000.0,0.0,,0,0.0,,0,0.0
2001-04-26,100000.0,100000.0,0.0,,0,0.0,,0,0.0
2001-04-27,100000.0,100000.0,0.0,,0,0.0,,0,0.0
2001-04-30,100000.0,100000.0,0.0,,0,0.0,,0,0.0
2001-05-01,100000.0,100000.0,0.0,,0,0.0,,0,0.0
2001-05-02,100000.0,100000.0,0.0,,0,0.0,,0,0.0
2001-05-03,100000.0,100000.0,0.0,,0,0.0,,0,0.0
2001-05-04,100000.0,100000.0,0.0,,0,0.0,,0,0.0
2001-05-07,100000.0,100000.0,0.0,,0,0.0,,0,0.0
2001-05-08,100000.0,100000.0,0.0,,0,0.0,,0,0.0
2001-05-09,100000.0,100000.0,0.0,,0,0.0,,0,0.0
2001-05-10,100000.0,100000.0,0.0,,0,0.0,,0,0.0
2001-05-11,100000.0,100000.0,0.0,,0,0.0,,0,0.0
2001-05-14,100000.0,100000.0,0.0,,0,0.0,,0,0.0
2001-05-15,100000.0,100000.0,0.0,,0,0.0,,0,0.0
2001-05-16,100000.0,100000.0,0.0,,0,0.0,,0,0.0
2001-05-17,100000.0,100000.0,0.0,,0,0.0,,0,0.0
2001-05-18,100000.0,100000.0,0.0,,0,0.0,,0,0.0
2001-05-21,100000.0,100000.0,0.0,,0,0.0,,0,0.0
2001-05-22,100000.0,100000.0,0.0,,0,0.0,,0,0.0
2001-05-23,100000.0,100000.0,0.0,,0,0.0,,0,0.0
2001-05-24,100000.0,100000.0,0.0,,0,0.0,,0,0.0
2001-05-25,100000.0,100000.0,0.0,,0,0.0,,0,0.0
2001-05-29,100000.0,100000.0,0.0,,0,0.0,,0,0.0
2001-05-30,100000.0,100000.0,0.0,,0,0.0,,0,0.0
2001-05-31,100000.0,100000.0,0.0,,0,0.0,,0,0.0
2001-06-01,100000.0,100000.0,0.0,,0,0.0,,0,0.0
2001-06-04,100000.0,100000.0,0.0,,0,0.0,,0,0.0
2001-06-05,100000.0,100000.0,0.0,,0,0.0,,0,0.0
2001-06-06,100000.0,100000.0,0.0,,0,0.0,,0,0.0
2001-06-07,100000.0,100000.0,0.0,,0,0.0,,0,0.0
2001-06-08,100000.0,100000.0,0.0,,0,0.0,,0,0.0
2001-06-11,100000.0,100000.0,0.0,,0,0.0,,0,0.0
2001-06-12,100000.0,100000.0,0.0,,0,0.0,,0,0.0
2001-06-13,100000.0,100000.0,0.0,,0,0.0,,0,0.0
2001-06-14,100000.0,100000.0,0.0,,0,0.0,,0,0.0
2001-06-15,100000.0,100000.0,0.0,,0,0.0,,0,0.0
2001-06-18,100000.0,100000.0,0.0,,0,0.0,,0,0.0
2001-06-19,100000.0,100000.0,0.0,,0,0.0,,0,0.0
2001-06-20,100000.0,100000.0,0.0,,0,0.0,,0,0.0
2001-06-21,100000.0,100000.0,0.0,,0,0.0,,0,0.0
2001-06-22,100000.0,100000.0,0.0,,0,0.0,,0,0.0
2001-06-25,100000.0,100000.0,0.0,,0,0.0,,0,0.0
2001-06-26,100000.0,100000.0,0.0,,0,0.0,,0,0.0
2001-06-27,100000.0,100000.0,0.0,,0,0.0,,0,0.0
2001-06-28,100000.0,100000.0,0.0,,0,0.0,,0,0.0
2001-06-29,100000.0,100000.0,0.0,,0,0.0,,0,0.0
2001-07-02,100000.0,100000.0,0.0,,0,0.0,,0,0.0
2001-07-03,100000.0,100000.0,0.0,,0,0.0,,0,0.0
2001-07-05,100000.0,100000.0,0.0,,0,0.0,,0,0.0
2001-07-06,100000.0,100000.0,0.0,,0,0.0,,0,0.0
2001-07-09,100000.0,100000.0,0.0,,0,0.0,,0,0.0
2001-07-10,100000.0,100000.0,0.0,,0,0.0,,0,0.0
2001-07-11,100000.0,100000.0,0.0,,0,0.0,,0,0.0
2001-07-12,100000.0,100000.0,0.0,,0,0.0,,0,0.0
2001-07-13,100000.0,100000.0,0.0,,0,0.0,,0,0.0
2001-07-16,100000.0,100000.0,0.0,,0,0.0,,0,0.0
2001-07-17,100000.0,100000.0,0.0,,0,0.0,,0,0.0
2001-07-18,100000.0,100000.0,0.0,,0,0.0,,0,0.0
2001-07-19,100000.0,100000.0,0.0,,0,0.0,,0,0.0
2001-07-20,100000.0,100000.0,0.0,,0,0.0,,0,0.0
2001-07-23,100000.0,100000.0,0.0,,0,0.0,,0,0.0
2001-07-24,100000.0,100000.0,0.0,,0,0.0,,0,0.0
2001-07-25,100000.0,100000.0,0.0,,0,0.0,,0,0.0
