,Strategy,Benchmark
Initial Capital,100000.0,100000.0
Final Equity,235913.92064894806,710890.0905075073
Total Return (%),135.91392064894805,611.9580275488306
CAGR (%),5.794222915579006,10.329203333212034
Volatility (%),19.021340221751164,19.025593620273376
Sharpe Ratio,0.3046169643163857,0.5429109619058295
Sortino Ratio,0.35026577216532906,0.6604473997994633
Max Drawdown (%),-35.081863019875236,-55.1577348625862
Calmar Ratio,0.16516291943493291,0.18726663375399757
Win Rate (%),44.15212294868455,55.05863645398529
Avg Win (%),0.870379939040324,0.7404724018590382
Avg Loss (%),-0.9496530458858116,-0.8100706723505787
Total Trades,3840.0,5032.0
Alpha (%),-4.534980417633028,0.0
Relative Sharpe,-0.23829399758944386,0.0
Relative Max DD (%),20.075871842710967,0.0
Relative Volatility (%),-0.004253398522212848,0.0
