,Value
Initial Capital,100000.0
Final Equity,235913.92064894806
Total Return (%),135.91392064894805
CAGR (%),5.794222915579006
Volatility (%),19.021340221751164
Sharpe Ratio,0.3046169643163857
Sortino Ratio,0.35026577216532906
Max Drawdown (%),-35.081863019875236
Calmar Ratio,0.16516291943493291
Win Rate (%),44.15212294868455
Avg Win (%),0.870379939040324
Avg Loss (%),-0.9496530458858116
Total Trades,3840.0
