date,filter_type,filter_period,score,is_reeval
2019-06-18,EMA,12,0.0,False
2019-09-30,EMA,25,82.52801923462478,True
2019-12-31,EMA,25,643.5294364838404,True
2020-03-31,Double_EMA,63,0.0,True
2020-06-30,Double_EMA,63,237.22916816838958,True
2020-09-30,Double_EMA,63,2214.1864184391325,True
2020-12-31,Double_EMA,63,515.5148466009938,True
2021-03-31,Double_EMA,63,5340.513742695113,True
2021-06-30,Double_EMA,63,6629.294018486973,True
2021-09-30,EMA,63,1319.3390047735475,True
2021-12-31,TEMA,12,1389.0530739688118,True
2022-03-31,Double_EMA,12,18057.80035191246,True
2022-06-30,EMA,63,370.06605620485396,True
2022-09-30,Double_EMA,63,35.86634453184705,True
2022-12-30,Double_EMA,63,511.554236000296,True
2023-03-31,Double_EMA,63,101.3940011315668,True
2023-06-30,Double_EMA,25,76.60405617520753,True
2023-09-29,Double_EMA,25,975.7298708835384,True
2023-12-29,Double_EMA,25,181.73150799837143,True
2024-03-28,TEMA,12,867.6361325560306,True
2024-06-28,TEMA,12,2367.4912429925303,True
2024-09-30,TEMA,12,752.6783254260467,True
