,Value
Initial Capital,100000.0
Final Equity,81668.21982252655
Total Return (%),-18.331780177473455
CAGR (%),-1.3201492480164667
Volatility (%),10.646002885304739
Sharpe Ratio,-0.1240042166284532
Sortino Ratio,-0.10310881913119273
Max Drawdown (%),-43.060630802185834
Calmar Ratio,0.03065791706770477
Win Rate (%),21.776504297994272
Avg Win (%),0.7065788380934734
Avg Loss (%),-0.7371871718739464
Total Trades,3840.0
