,Value
Initial Capital,100000.0
Final Equity,571740.0251779947
Total Return (%),471.74002517799477
CAGR (%),9.000677416873891
Volatility (%),18.219235277969766
Sharpe Ratio,0.4940205930463657
Sortino Ratio,0.573257325891458
Max Drawdown (%),-28.431737187496537
Calmar Ratio,0.3165714904269772
Win Rate (%),39.29762605454189
Avg Win (%),0.9374309871801335
Avg Loss (%),-0.9868199227550948
Total Trades,189.0
