,Value
Initial Capital,100000.0
Final Equity,546021.3435696354
Total Return (%),446.0213435696354
CAGR (%),8.872722385819376
Volatility (%),14.109490128463648
Sharpe Ratio,0.6288478396480163
Sortino Ratio,0.6434405204277422
Max Drawdown (%),-36.65665321428413
Calmar Ratio,0.24204944008259627
Win Rate (%),41.78095806002783
Avg Win (%),0.6439793467126762
Avg Loss (%),-0.7036907912580923
Total Trades,5032.0
