,Value
Initial Capital,100000.0
Final Equity,125269.10261971092
Total Return (%),25.269102619710914
CAGR (%),1.1214270492608813
Volatility (%),17.813433238899368
Sharpe Ratio,0.0629540097195868
Sortino Ratio,0.06583140892578847
Max Drawdown (%),-53.46188316298265
Calmar Ratio,0.020976198048282827
Win Rate (%),26.011787819253442
Avg Win (%),1.1741495625203384
Avg Loss (%),-1.1736784527223996
Total Trades,5091.0
