,Value
Initial Capital,100000.0
Final Equity,337878.9813797417
Total Return (%),237.87898137974167
CAGR (%),6.28698571704549
Volatility (%),16.871044736068647
Sharpe Ratio,0.37264946038608554
Sortino Ratio,0.4839073689028872
Max Drawdown (%),-48.3040258429839
Calmar Ratio,0.1301544872777652
Win Rate (%),49.691910157026435
Avg Win (%),0.7679272434792648
Avg Loss (%),-0.7935349114729335
Total Trades,5032.0
