,Value
Initial Capital,100000.0
Final Equity,127786.16350603139
Total Return (%),27.78616350603138
CAGR (%),1.2193672754552187
Volatility (%),13.421674000628862
Sharpe Ratio,0.09085061039316603
Sortino Ratio,0.0889748525204052
Max Drawdown (%),-39.97264414221305
Calmar Ratio,0.03050504417763817
Win Rate (%),29.742986070237393
Avg Win (%),0.7771159353199234
Avg Loss (%),-0.867320950949191
Total Trades,250.0
