,Value
Initial Capital,100000.0
Final Equity,293619.99554374313
Total Return (%),193.61999554374313
CAGR (%),5.468600024618997
Volatility (%),16.986963449534965
Sharpe Ratio,0.32192922772013766
Sortino Ratio,0.3661606759333506
Max Drawdown (%),-41.970097754910284
Calmar Ratio,0.1302975288871992
Win Rate (%),38.493231312536786
Avg Win (%),0.8700637535461995
Avg Loss (%),-0.946432384536776
Total Trades,257.0
