,Value
Initial Capital,100000.0
Final Equity,293622.0390902629
Total Return (%),193.6220390902629
CAGR (%),5.468636309136721
Volatility (%),16.98689668145198
Sharpe Ratio,0.32193262911335263
Sortino Ratio,0.36616526761416207
Max Drawdown (%),-41.969907113407295
Calmar Ratio,0.13029898527913977
Win Rate (%),38.493231312536786
Avg Win (%),0.8700618559699976
Avg Loss (%),-0.9464298593155127
Total Trades,257.0
