,Value
Initial Capital,100000.0
Final Equity,289641.92381334887
Total Return (%),189.64192381334888
CAGR (%),5.397507621287456
Volatility (%),15.045744145476982
Sharpe Ratio,0.3587398249697103
Sortino Ratio,0.3805951864764122
Max Drawdown (%),-25.246375404014827
Calmar Ratio,0.21379336775722318
Win Rate (%),31.999215224641947
Avg Win (%),0.859089665016115
Avg Loss (%),-0.9007942094467175
Total Trades,173.0
