,Value
Initial Capital,100000.0
Final Equity,379517.8626575527
Total Return (%),279.5178626575527
CAGR (%),6.907372279253332
Volatility (%),16.791690538500013
Sharpe Ratio,0.41135657326557434
Sortino Ratio,0.5329781348060442
Max Drawdown (%),-47.248311261996164
Calmar Ratio,0.14619299811481784
Win Rate (%),49.47326575233552
Avg Win (%),0.7695106292176864
Avg Loss (%),-0.7917464588722685
Total Trades,5032.0
