,Value
Initial Capital,100000.0
Final Equity,196870.1422984189
Total Return (%),96.8701422984189
CAGR (%),14.545067112144272
Volatility (%),28.525337699502117
Sharpe Ratio,0.5098999095249324
Max Drawdown (%),-31.380863478463745
Calmar Ratio,0.4635011755532588
Win Rate (%),53.34394904458599
Avg Win (%),1.2264406558357535
Avg Loss (%),-1.3123452992859488
Total Trades,1257.0
