,Value
Initial Capital,100000.0
Final Equity,217233.68270615116
Total Return (%),117.23368270615117
CAGR (%),11.235882574476586
Volatility (%),33.68170938806288
Sharpe Ratio,0.333590033837733
Sortino Ratio,0.4756359758509381
Max Drawdown (%),-72.61352440473897
Calmar Ratio,0.15473539766296346
Win Rate (%),51.33514986376022
Avg Win (%),1.5484555459131288
Avg Loss (%),-1.6499917204087624
Total Trades,1836.0
