,Value
Initial Capital,100000.0
Final Equity,293619.6316910356
Total Return (%),193.6196316910356
CAGR (%),5.468593564148749
Volatility (%),16.98698759921322
Sharpe Ratio,0.3219283897282669
Sortino Ratio,0.3661597262264815
Max Drawdown (%),-41.97018281572951
Calmar Ratio,0.1302971108836638
Win Rate (%),38.493231312536786
Avg Win (%),0.8700646929128494
Avg Loss (%),-0.9464335203944231
Total Trades,257.0
