,Value
Initial Capital,100000.0
Final Equity,386556.24222182843
Total Return (%),286.5562422218284
CAGR (%),9.451103014528117
Volatility (%),19.917099020565193
Sharpe Ratio,0.4745220679361728
Sortino Ratio,0.622498386945469
Max Drawdown (%),-34.46238898618158
Calmar Ratio,0.2742439886659551
Win Rate (%),52.624602332979855
Avg Win (%),0.8911745289712965
Avg Loss (%),-0.9650805699291143
Total Trades,3773.0
