,Value
Initial Capital,100000.0
Final Equity,300012.2072670479
Total Return (%),200.01220726704793
CAGR (%),21.987853539214907
Volatility (%),27.050606478743333
Sharpe Ratio,0.812841425810294
Sortino Ratio,1.1004801097482702
Max Drawdown (%),-30.77054785668563
Calmar Ratio,0.7145746524119012
Win Rate (%),51.65229885057471
Avg Win (%),1.2580313020489335
Avg Loss (%),-1.2949820834774375
Total Trades,1393.0
